Assists,Goal_Shot_Ratio,Goals,MVPs,Player_name,Rank,Saves,Shots,TRN_Score,Wins
"6,041",54.6,"36,263","2,959",nomo876,2601,"16,992","66,430",0,"8,553"
"14,366",46.5,"35,822","5,740",Raphy,2799,"27,810","77,115","4,099.40","13,787"
"17,570",43.5,"35,825","10,328",Razak,2798,"28,150","82,374","291,867.10","17,257"
"13,927",46.3,"35,827","5,724",*Cloudlet*,2797,"20,621","77,549","224,378.60","12,730"
"14,437",48.3,"35,828","5,140",Hopdiddydoo2,2795,"31,151","74,602","207,925.40","14,313"
"8,273",49.8,"35,828","4,359",o_k_o_y_o,2795,"30,094","72,037","388,320.50","10,689"
"15,062",42.7,"35,829","7,034",Reepex,2794,"31,267","84,016","183,203.20","12,746"
"8,407",50.5,"35,831","3,593",StEELpoo,2792,"21,230","70,944","23,745.70","9,277"
"16,498",45.2,"35,831","7,858",Burnout,2792,"38,790","79,244","536,763.40","13,989"
"15,567",48.4,"35,832","6,011",Ademinator,2791,"22,421","74,027","109,853.40","14,131"
"15,118",49.4,"35,838","6,928",SKS left bird,2790,"19,594","72,994","270,605.70","14,555"
"9,346",52.4,"35,839","4,315",Ichigo,2789,"19,062","68,495","131,242.10","10,869"
"11,723",46.6,"35,840","7,674",Knutha23,2788,"31,511","77,048","400,528.90","12,788"
"15,982",44.2,"35,841","6,611",Whiff Kitty,2787,"30,876","81,257","209,165.30","15,535"
"14,008",45.1,"35,842","8,236",Be'lakoR,2785,"31,395","79,538","112,825.50","12,615"
"9,366",50.9,"35,842","4,148",Darian,2785,"24,244","70,750","279,542.80","11,367"
"7,695",47.2,"35,847","3,697",PoliyokU,2783,"29,420","75,881","518,682.20","9,579"
"13,412",44.8,"35,848","5,882",Palo,2782,"22,360","79,962","336,434.80","13,316"
"14,161",52.6,"35,854","6,330",nourboost,2781,"17,071","70,721","162,037.30","15,274"
"11,842",47.6,"35,857","4,981",SunnyZzz_24,2779,"24,097","75,283","208,447.30","13,412"
"9,756",48.1,"35,857","6,888",Jonathello,2779,"20,138","74,601","211,847.90","10,838"
44,62.5,"35,863",22,jacobr23,2778,"11,621","57,389",0,"5,274"
"2,256",62.7,"35,864","1,650",sioule1443,2777,"11,337","57,201","107,359.80","6,928"
"7,495",52.5,"35,865","2,631",ehsanul,2776,"21,080","68,283","233,339.40","9,186"
"2,114",84.4,"35,866","1,609",TxChaddy,2775,"3,682","42,512","94,857.60","6,983"
"10,385",46.4,"35,873","6,545",Piostu,2774,"25,856","77,360","413,922.80","10,537"
"16,129",43.9,"35,874","6,774",yoy-07700,2773,"35,341","81,817","237,557.70","13,822"
"5,235",53.5,"35,876","2,581",Neo,2772,"19,590","67,530","132,083.90","8,199"
"11,028",50.2,"35,877","5,801",t.tv/wuschiii3,2771,"17,827","71,628","292,797.10","11,691"
"11,228",59.1,"35,878","6,102",fan99zeus,2770,"6,680","60,745","60,278.50","13,846"
"9,404",48.9,"35,883","5,079",ChubbyHamster2222,2768,"27,371","73,536","191,775.50","10,682"
"12,115",45.9,"35,883","4,397",Qari,2768,"27,748","78,242","389,518.50","14,426"
"10,744",48.3,"35,886","4,162",NaigS,2766,"28,167","74,416","292,427.60","11,356"
"12,685",49.7,"35,886","5,392",Mx3_xGriiND3r_-,2766,"24,397","72,429","227,002.30","12,774"
"11,409",47.2,"35,900","7,125",fLuid-,2765,"16,420","76,221","195,984.20","10,549"
"2,890",58.7,"35,904","1,812",c0nfu53d1134,2764,"15,365","61,725","96,207.00","7,724"
"7,788",53.2,"35,910","3,447",HORIZONS,2762,"21,694","67,514","5,454.20","9,984"
"12,287",45.8,"35,910","5,047",II-Kevin-Il,2762,"30,014","78,455",0,"12,175"
"14,522",44.6,"35,911","8,076",aye mr savage,2761,"39,901","80,702","413,646.90","15,997"
"12,185",46.5,"35,912","7,568",Kreamy,2760,"22,935","77,429","253,266.90","12,436"
"1,987",61.9,"35,915","1,031",Linkedlive,2759,"11,823","58,891","43,472.50","6,891"
"7,389",51.1,"35,921","3,178",iDreamKaoz,2758,"18,860","70,520","382,519.00","8,078"
"8,427",55,"35,924","5,012",ZizouSoBen57,2757,"10,253","65,942","122,949.00","9,777"
"17,819",40,"35,932","8,399",MrPhil,2756,"27,999","89,754","418,521.90","15,211"
"13,456",47.1,"35,936","7,234",Michi ^_^,2754,"22,545","76,356","381,905.70","11,093"
"11,724",47.9,"35,936","5,079",Tobmayr,2754,"29,154","74,959","206,966.00","14,275"
"7,122",53.9,"35,940","4,154",Faz0,2752,"17,731","66,707","159,395.50","9,541"
"15,746",47.3,"35,940","6,346",D7ome44,2752,"21,070","76,437","171,378.90","13,026"
"12,796",45.9,"35,941","4,719",DP,2751,"23,219","78,505","79,806.00","11,259"
"10,511",46.7,"35,942","4,528",Atlantis,2749,"21,410","76,940","304,738.90","10,132"
"10,511",46.7,"35,942","4,528",AtlantisCoder,2749,"21,410","76,940","3,862,151.50","10,132"
"15,689",43.1,"35,943","7,144",Reth,2748,"25,659","83,510","155,092.10","13,299"
"10,398",49.8,"35,945","3,957",Sgt. VomenJack,2747,"20,345","72,372","180,621.40","11,131"
"15,093",43.8,"35,949","6,103",liljess13,2746,"33,695","82,109","8,119,389.10","12,907"
"19,048",43.8,"35,950","7,544",[ITA] Bruce,2745,"34,899","81,996","147,863.90","16,416"
"12,692",47,"35,951","6,831",LO-LE-DEGLINGO,2744,"24,425","76,425","131,079.30","11,549"
"9,142",46.6,"35,952","6,343",Bzkill,2741,"21,279","77,161","414,366.90","9,564"
"4,220",56.1,"35,952","1,845",jinathan,2741,"20,257","64,479","291,406.20","8,149"
"4,775",54.3,"35,952","2,601",xBeoWulf,2741,"18,843","66,261","1,923.20","8,903"
"8,180",51.9,"35,954","3,225",k_u_x_i_r_9_7,2740,"25,949","69,305","65,296.40","8,808"
"13,103",44.8,"35,955","7,952",RammMan90,2739,"26,269","80,905","137,864.70","14,203"
"18,307",43.2,"35,959","6,363",Snarpon MARK IV,2736,"34,226","83,197","196,343.00","16,427"
"8,180",51.9,"35,959","3,225",K_u_x_i_r_9_7,2736,"25,949","69,305","65,296.40","8,808"
787,60.5,"35,959",930,Luca6101_SFC,2736,"13,302","59,929","316,658.30","5,281"
"16,116",43.8,"35,966","6,000",*fire*,2735,"30,635","82,150","134,232.70","14,713"
"7,393",54.3,"35,970","2,932",tripleCs123,2734,"19,990","66,580","145,984.70","10,636"
"6,807",50.8,"35,973","3,065",CleanColt305313,2733,"20,980","72,236","1,586,327.70","9,350"
"15,093",43.8,"35,976","6,103",LilJess13,2730,"33,695","82,109","160,434.70","12,907"
"5,317",58.6,"35,976","1,821",oxXedeXxo,2730,"11,910","61,652","127,855.70","8,543"
"18,763",41.7,"35,979","7,752",halion,2729,"34,574","86,198","285,265.00","18,177"
"10,888",48.3,"35,980","4,915",CousCous,2728,"19,061","74,649","81,434.00","11,357"
959,62.4,"35,981",621,Super Fartman,2727,"6,388","60,202","91,192.50","5,093"
"13,793",54,"35,985","5,391",anotherkobi,2726,"22,726","66,719","77,574.20","15,102"
"11,976",46.9,"35,988","6,284",PowersNation,2725,"25,424","76,784","106,753.30","11,904"
"13,813",47.4,"35,989","8,079",Dragia100,2724,"29,199","75,942","176,852.60","13,418"
"15,376",42.7,"35,991","6,576",Miilci,2722,"32,583","84,502","356,593.90","15,711"
"12,935",47.6,"35,991","5,074",sal,2722,"23,384","75,635","115,472.60","11,412"
"7,177",52.2,"35,994","3,688",Attack Gustavo,2721,"22,700","69,005",0,"9,442"
"13,045",48.8,"35,996","5,360",Napoleon Blownapart,2720,"26,931","73,900","188,503.90","12,180"
"10,341",53.8,"35,997","3,637",combatcorliss,2719,"14,282","67,560","29,068.80","10,874"
"4,493",54.7,"35,999","2,068",Inform,2718,"21,855","65,867","156,534.10","7,347"
"13,065",47,"36,014","7,533",JamsterB22,2716,"31,881","77,110","355,441.50","13,532"
"12,280",50.5,"36,015","5,970",NOT LIGMA,2715,"20,348","71,409","234,949.60","11,857"
"9,466",51.3,"36,019","5,492",Jiuke Jitsu,2714,"24,498","70,298","174,525.70","10,277"
"6,681",53.6,"36,022","2,673",banban3436,2713,"19,309","68,010","372,105.30","8,547"
"3,075",58.5,"36,028","1,217",VedoxT,2711,"15,787","62,473","327,919.20","6,544"
"6,858",49.5,"36,028","5,697",Jmt660,2711,"23,857","72,793","199,686.30","8,852"
"10,011",48.4,"36,032","3,990",Guru,2710,"28,220","74,478","199,112.80","11,140"
"1,262",58.6,"36,039",966,EmperorAkashii,2708,"12,813","61,491","1,983.30","5,026"
"12,690",47.2,"36,039","6,233",Bucci,2708,"31,403","76,355","407,284.20","13,065"
"10,219",48.3,"36,042","6,281",hewell1999,2707,"19,354","74,948","71,848.80","9,682"
"12,239",47.9,"36,044","7,101",AknightofNI,2706,"22,955","75,245","228,442.80","12,818"
"12,177",47.9,"36,047","6,862",Eclipse~!,2705,"25,393","75,330","725,248.30","12,044"
"7,234",51.8,"36,054","3,075",cookie | caught up,2703,"24,075","69,615","339,744.20","8,429"
"14,855",46.4,"36,054","5,864",Atmos,2703,"29,571","77,734","181,446.80","14,479"
"7,992",50.2,"36,059","3,822",Syndikaal,2702,"20,144","71,820","160,615.40","9,332"
"14,530",49.6,"35,587","6,426",JaMLaB14,2896,"20,117","71,954","349,824.40","13,590"
"12,834",44.9,"35,587","7,048",Firstkiller,2896,"36,201","79,345","425,183.00","11,361"
"12,834",44.9,"35,587","7,048",First-Killer-19,2896,"36,201","79,345","5,908,725.30","11,361"
"1,621",63.2,"35,592",863,MASHALLEN,2895,"20,671","56,995","104,270.80","5,341"
"10,842",50.9,"35,594","4,191",Legend_1_SNIPERJ,2894,"21,326","70,060","275,969.50","10,529"
"11,039",47.5,"35,596","3,469",Seeks,2893,"27,085","74,889","40,171.50","11,704"
"1,260",58.6,"35,598",612,Spanky MaCgee,2892,"14,372","60,996","45,907.90","5,808"
"16,766",42,"35,600","6,881",ronSold,2890,"33,495","84,779","82,758.90","14,575"
"11,210",50.3,"35,600","4,020",Jereminho Gaucho,2890,"24,494","71,432","371,231.20","11,687"
"7,962",49.3,"35,606","2,971",Toby,2889,"31,614","72,288","136,549.20","9,997"
"15,815",43.1,"35,609","6,482",AOS-,2888,"27,944","82,650","372,546.30","16,027"
"9,003",48.2,"35,613","3,657",Gullinkambe,2887,"26,826","74,196","250,290.20","9,956"
"2,350",52,"35,614","1,020",I,2886,"3,150","14,261","-2,533,343.50","2,362"
"19,920",42.8,"35,616","5,988",gidek,2883,"30,622","83,247","101,683.20","14,465"
"5,891",55.5,"35,616","2,879",xKinori,2883,"17,353","64,143","75,695.70","7,633"
"9,467",50.2,"35,617","5,971",hellc,2881,"25,169","71,087","128,180.70","11,699"
282,62.7,"35,617",212,CaptaN1nsan0,2881,"5,929","57,365","788,230.70","4,984"
965,61.5,"35,622",706,pentheory,2880,"17,331","58,148","197,483.30","4,957"
"15,922",44.5,"35,624","9,266",Brutal | NYCE,2879,"30,370","80,107","306,924.70","15,552"
"11,018",45.1,"35,628","6,304",Ghost.,2877,"23,747","78,949","228,248.80","12,145"
"6,034",53.4,"35,628","2,282",Monster,2877,"18,956","67,128","350,155.10","9,418"
"3,567",57,"35,631","2,362",DannyRowan,2876,"16,745","62,610","5,709.90","6,398"
"8,826",51.1,"35,632","3,228",ertugcelebioglu,2875,"19,360","70,002","145,565.40","10,267"
"12,129",49.6,"35,635","2,141",The Wiz,2874,"17,863","72,037","99,424.10","11,770"
"6,299",49,"35,636","2,933",Suliman3nb,2873,"30,358","72,762","538,007.30","7,602"
"11,511",55,"35,639","6,324",Pro Whiffer 2.0,2872,"13,804","64,837","346,610.70","11,420"
"13,304",46.1,"35,643","5,632",Shaman =),2871,"27,851","77,365","126,608.00","12,371"
"3,255",56.1,"35,644","2,006",I Say GG Even After You FF,2870,"19,883","63,870","133,018.90","6,191"
"3,542",56.6,"35,651","1,706",Super | RL |,2869,"18,423","63,017",0,"6,561"
"16,556",43,"35,653","8,161",Sudami,2868,"28,890","82,942","146,031.10","16,429"
"11,210",50.3,"35,657","4,020",Jereminho-Gaucho,2866,"24,494","71,432","407,498.10","11,687"
"13,929",41.9,"35,657","7,407",-SKara-,2866,"31,920","85,639","237,305.20","14,613"
"10,760",49.8,"35,666","6,665",Oskar191100,2864,"23,107","71,599","210,681.40","10,396"
"3,332",59.3,"35,666","1,836",Pepe Silvia,2864,"13,155","60,688","279,282.70","7,796"
"11,837",45.3,"35,667","5,056",red,2863,"28,088","78,749","92,125.70","11,031"
"18,385",43.3,"35,668","6,445",iphantom,2862,"29,236","82,462","35,628.60","15,053"
"7,716",52.6,"35,670","5,061",[AiR] Major,2858,"18,619","67,800","287,059.30","10,688"
"15,016",45.4,"35,670","6,996",xWhisKaZx,2858,"23,747","78,594","185,194.90","15,640"
"4,069",56.4,"35,670","1,770",n | m | w,2858,"19,094","63,357","194,297.10","7,546"
"9,983",45.8,"35,670","4,359",Deliraire,2858,"29,196","79,151","2,631,711.90","10,475"
"4,552",55.8,"35,673","1,917",DcTenor,2857,"12,741","64,425","79,329.30","8,644"
"16,652",45.6,"35,680","7,860",noobly234,2856,"23,267","78,325","232,045.10","15,790"
"18,248",44.8,"35,691","6,165",LyghtSpete,2853,"29,971","79,690","213,490.00","15,190"
"14,328",47,"35,691","7,208",Tommy,2853,"24,680","75,920","275,898.30","13,388"
"13,257",48,"35,700","7,423",DKmintz-19,2852,"25,847","75,043","271,284.60","13,706"
"7,201",51,"35,702","2,551",Rodeo,2851,"24,155","69,990","7,444.60","8,014"
"15,497",51.8,"35,704","4,507",Its_MF_Oikoa,2847,"15,190","69,331","120,653.70","14,933"
"14,417",48.3,"35,704","6,534",2 Wycked,2847,"20,819","73,981","173,964.50","12,876"
"5,685",56,"35,704","3,069",Norrisxdd,2847,"19,351","63,744","102,844.10","7,859"
"12,816",45,"35,704","6,482",DudeWithTheNose,2847,"29,864","79,355","141,457.40","12,463"
"15,646",41.8,"35,706","7,790",senorgurt | @teammeisterapp,2845,"38,238","85,397","2,350.30","15,246"
"11,010",47.1,"35,705","8,161",EmmY,2846,"26,367","75,902","208,400.50","12,545"
"16,041",49.7,"35,709","6,199",Spideyhoof,2843,"20,245","72,521","169,455.00","14,648"
"12,816",46.4,"35,707","4,499",Omega,2844,"27,463","77,017","157,514.70","13,278"
"12,532",43.7,"35,711","5,337",Poo Poo Johnson,2841,"36,166","81,728","294,367.40","12,280"
"19,777",43.6,"35,711","6,764",You have to call me Dragon,2841,"37,055","82,579","245,499.50","14,597"
"15,731",45.9,"35,712","7,783",GTOA,2840,"29,801","77,829","255,015.50","16,507"
"3,275",62.8,"35,716","1,516",JMonsterCat,2837,"12,349","56,903",0,"9,491"
"10,062",48.4,"35,714","5,091",Kyubiii.,2839,"18,387","73,843","326,483.80","11,594"
"13,217",46.7,"35,716","7,441",Chandler?,2837,"28,487","76,686","120,166.40","11,547"
"11,765",44.1,"35,717","6,776",Doublebass,2836,"27,957","81,362","128,894.50","12,486"
645,64.4,"35,718",344,fees4steez11,2835,"10,057","58,027","117,321.70","5,965"
"11,312",50.5,"35,723","6,588",im tha WATERBOY,2834,"21,445","71,038","201,425.20","11,193"
"4,482",59.3,"35,724","2,110",pabloldu1,2832,"17,360","60,215",0,"7,068"
"4,493",54.7,"35,724","2,068",The inform,2832,"21,855","65,867","159,528.90","7,347"
"9,846",46.6,"35,729","4,975",obscure,2831,"31,031","76,628","544,570.70","10,841"
"14,521",48.3,"35,730","6,685",BAEverding,2830,"28,306","73,926",0,"14,673"
"13,169",54.3,"35,735","5,805",Snidely,2829,"28,589","66,860","87,236.00","15,682"
"2,363",65.2,"35,736","1,321",Maddin181280,2827,"13,599","55,531","195,248.30","8,785"
"16,161",46.3,"35,741","6,960",CaptainLevi_Tk,2826,"23,024","77,210","69,478.70","14,810"
"7,367",53,"35,745","3,457",Cupkez,2825,"24,771","67,504","168,256.60","10,219"
"9,248",54.8,"35,748","4,073",Devil_Metall,2824,"18,308","67,141","98,631.00","10,539"
"11,240",47.9,"35,749","3,822",A Trap called Trep,2823,"27,596","74,613","146,699.30","14,199"
"9,643",51.8,"35,753","5,796",Dannister,2822,"24,664","69,375","291,558.90","12,237"
"5,253",55.4,"35,759","2,994",breqxi,2820,"20,357","64,535","329,076.20","9,564"
"15,057",42.7,"35,766","5,596",Challenger,2819,"29,104","83,995","439,631.40","13,844"
"13,418",43.5,"35,768","5,978",Yoshimitsubishi,2818,"31,679","82,268","89,680.00","11,832"
"7,602",54.7,"35,771","2,838",Good ol' Healhorn,2816,"22,779","65,480","186,713.50","10,345"
"8,406",53.3,"35,771","4,733",Fumino Furuhashi,2816,"19,232","67,167","162,275.90","10,093"
"12,821",52.2,"35,775","6,351",Mr__D33n,2815,"15,917","68,583","46,587.80","16,745"
"11,296",50.5,"35,779","4,283",HaMDaN220PiNG,2814,"19,098","71,125","204,663.50","11,965"
"1,326",58.5,"35,780",704,Cheese-Priest,2813,"12,469","61,561","84,814.80","5,512"
"15,703",42.4,"35,785","8,398",karaaa ],2812,"29,108","84,968","281,055.90","13,136"
"11,597",49.4,"35,789","5,596",DanteT2P,2811,"22,855","72,467","163,551.90","12,339"
"14,481",45.7,"35,790","8,951",freakos,2810,"32,415","78,378","123,541.10","14,528"
"9,944",46.8,"35,793","4,467",Awptic | Weekend Warrior,2809,"25,143","76,503","72,964.00","9,647"
"13,920",48.3,"35,795","5,226",Fiquid Lart,2808,"18,823","74,163","70,698.20","11,407"
"14,045",50.9,"35,797","6,564",rickalo123,2807,"16,496","70,459","279,877.90","13,149"
"13,271",47.3,"35,798","5,547",Boasii rl,2806,"26,650","75,670","239,751.60","14,097"
"15,057",45.7,"35,800","6,874",KreiiNeRzZ,2804,"32,836","78,564","261,959.90","14,635"
"17,168",43.9,"35,806","7,029",Pablorino,2803,"33,189","81,529","138,193.70","14,051"
"9,324",52.5,"35,807","4,333",Equinsu Ocha,2802,"15,096","68,173","139,498.00","11,659"
"15,027",40.3,"35,812","7,158",Armchair,2801,"37,651","89,123","171,146.40","13,916"
792,59.6,"35,359",316,L4Nterrorist,2999,"8,960","59,289",0,"5,294"
"14,791",43.9,"35,360","6,610",Bluefade,2998,"27,180","80,541","231,180.30","12,799"
"17,573",45.2,"35,366","6,467",tabs,2996,"21,941","78,301","135,678.70","14,789"
"9,579",50.5,"35,366","6,045",HeWhoHasAWhy,2996,"23,884","70,011","193,712.50","11,733"
"3,294",54.4,"35,368","1,706",buRUnduk_rl,2995,"5,378","21,872","-2,817,963.80","4,190"
"13,004",45.6,"35,373","5,679",Griffin,2993,"25,939","77,572","213,837.20","12,133"
"9,793",51.9,"35,373","3,400",SuperTwinkie18,2993,"22,963","68,275","297,057.60","11,089"
"12,561",45.2,"35,374","3,896",Kingpin,2992,"28,862","78,252","143,119.50","12,759"
"14,756",47,"35,378","7,538",Fleep,2991,"26,916","75,242","48,050.40","14,018"
"14,775",46.1,"35,383","5,545",OoCrazyTwitchoO,2989,"27,739","76,724","90,544.10","14,470"
"17,012",40.1,"35,383","6,522",NØBØDY,2989,"33,753","88,802","265,949.90","14,332"
"14,219",51.2,"35,384","6,020",Das Tier,2988,"16,246","72,202","261,076.10","13,688"
"16,063",45.4,"35,389","7,737",LaHyene_R,2987,"24,978","79,219","317,421.30","13,821"
"10,578",46.8,"35,390","5,829",iRivelA,2986,"29,764","75,595","269,389.70","11,386"
"9,267",48.6,"35,391","6,146",Mabo <3,2985,"27,873","73,011","228,560.40","9,839"
"11,373",46.9,"35,399","6,661",I am Negan,2984,"24,580","76,043","85,777.50","11,673"
"9,761",50,"35,400","4,774",RunLiftDie,2983,"21,965","70,909","42,215.70","10,895"
"14,885",42.2,"35,403","5,559",Iceteazy - GHG,2981,"31,315","83,813","40,192.30","13,574"
"12,163",47.5,"35,403","5,561",plz stop be heavy :),2981,"24,605","75,011","117,448.60","12,823"
"7,712",52.8,"35,404","5,548",Yo perreo sola,2980,"16,094","68,258","315,079.30","10,530"
"18,419",39.5,"35,406","7,627",Shak,2979,"41,561","89,627","85,293.90","17,462"
"14,974",46.3,"35,409","6,947",terva,2978,"21,907","76,578","283,719.40","12,552"
"21,785",38.1,"35,410","7,201",punkdaddy34,2977,"47,822","92,892",0,"23,905"
"5,786",53.1,"35,413","2,259",Batataboy,2976,"19,267","67,065","246,248.10","7,869"
"15,255",45.8,"35,414","6,816",swim,2974,"24,443","77,296","21,162.60","15,976"
"4,404",59.1,"35,414","2,479",Charles Theodore Winter,2974,"17,220","59,924","71,078.20","9,349"
"6,218",54.2,"35,415","2,705",wizadavis,2973,"18,385","66,226","102,837.90","9,266"
"13,376",46.7,"35,421","6,741",THEREAPER_012,2972,"21,418","76,024","204,169.70","12,676"
"12,627",50.8,"35,423","6,242",WhIgHtOWL,2971,"18,655","69,715","198,612.70","13,749"
"13,137",48.3,"35,424","5,148",iNkedEleven,2970,"24,747","73,345","394,907.80","12,204"
"15,440",44.7,"35,426","7,825",Pyre,2969,"21,377","79,167","378,714.60","14,238"
"13,581",44.5,"35,430","8,863",Insanity,2968,"29,046","79,653","147,824.40","14,666"
"9,059",53.2,"35,435","4,251",Miahf97,2967,"18,057","66,602","132,623.60","10,465"
"17,981",43.5,"35,440","7,723",Zebus,2966,"25,760","81,610","330,290.20","15,873"
"9,214",50.6,"35,442","5,351",ImThatRusherEU,2965,"28,159","70,133","328,559.80","10,529"
"14,379",47.7,"35,447","7,633",Gouri Glogenflobish,2964,"33,238","74,297","151,581.00","14,235"
"15,910",44.7,"35,460","6,466",mr samps0n333,2963,"25,873","79,393","389,593.50","16,371"
"9,509",54.7,"35,461","5,545",noKhaliD,2962,"14,304","64,840","136,537.20","13,030"
"16,174",43.5,"35,462","7,200",mugoa,2960,"27,316","81,570","214,066.90","12,765"
"7,854",51.1,"35,462","3,723",HP_Mendes1201,2960,"23,739","69,987","128,778.10","8,348"
"16,824",44.6,"35,463","5,758",Zoomjah,2958,"33,235","79,526","192,478.80","17,639"
"8,286",52.6,"35,463","4,780",t.tv/lightningteamrl (Zero),2958,"21,064","67,439","374,523.40","9,865"
"7,235",51.3,"35,468","4,211",Drali-_-,2957,"27,885","69,177",0,"8,761"
"8,321",51.8,"35,471","3,584",Belldren,2956,"19,009","68,541",0,"8,774"
"11,989",46,"35,473","5,606",change,2955,"31,566","77,121","252,676.70","12,405"
"17,311",41.5,"35,475","8,001",SalzerX,2954,"28,118","85,421","225,721.10","21,707"
"14,354",45.6,"35,476","6,663",Merl,2952,"32,167","77,872","29,177.30","13,126"
"13,037",48.8,"35,476","6,463",ShowMeWAR19,2952,"23,285","73,072","91,559.30","11,758"
"7,284",51.6,"35,479","4,180",Frank Guy,2951,"19,684","69,208","243,788.40","8,550"
